PERMCO_Y,NIMTA_t,NIMTA_t+1,TLMTA_t,TLMTA_t+1,CASHMTA_t,CASHMTA_t+1,MB_t,MB_t+1,SIGMA_t,SIGMA_t+1,RSIZE_t,RSIZE_t+1,EXRET_t,EXRET_t+1,PRICE_t,PRICE_t+1,gind_15,gind_20,gind_25,gind_30,gind_35,gind_40,gind_45,gind_50,gind_55,gind_60,y_t+2
14687_2003,0.013657698807227638,0.01317988370922967,0.8271442099849613,0.8117392711208623,0.028159084207439976,0.11240882105151008,1.3047060260091703,1.4210065036122081,0.03968873483636879,0.03376255761190359,-12.025100507548142,-11.599307121695995,0.3636218865679427,0.4520023041599075,2.7080502011022096,2.7080502011022096,0,0,0,0,0,1,0,0,0,0,0.0
14687_2004,0.01317988370922967,0.00926082129085402,0.8117392711208623,0.7884779948439624,0.11240882105151008,0.02268148303959166,1.4210065036122081,1.6675740291885697,0.03376255761190359,0.0680181120684668,-11.599307121695995,-11.647617331388895,0.4520023041599075,-0.12200071342961274,2.7080502011022096,2.7080502011022096,0,0,0,0,0,1,0,0,0,0,0.0
14710_2002,-0.4968453517127249,-0.6937604950849985,0.1299470620868633,0.17726080639987926,1.1321003093529916,0.4909341333182393,0.7275073099817516,1.4411347705242563,0.7033393926102294,0.24764971188219595,-14.051312591112351,-13.997643857338106,-0.3651113550184266,-0.1658958702102005,1.0340737675305385,0.9745596399981308,0,0,0,0,1,0,0,0,0,0,0.0
14710_2003,-0.6937604950849985,-0.5742602726186303,0.17726080639987926,0.1864481404605943,0.4909341333182393,0.2217609689912032,1.4411347705242563,2.3743414513900003,0.24764971188219595,0.3358262916008464,-13.997643857338106,-13.705071927948378,-0.1658958702102005,-0.5169760983444528,0.9745596399981308,0.5423242908253617,0,0,0,0,1,0,0,0,0,0,0.0
14710_2004,-0.5742602726186303,-0.027523922723110383,0.1864481404605943,0.04659912941491329,0.2217609689912032,0.11243089501289608,2.3743414513900003,4.6737616293203565,0.3358262916008464,0.2730067304894309,-13.705071927948378,-12.553501368298173,-0.5169760983444528,1.154395462046233,0.5423242908253617,1.80005827204275,0,0,0,0,1,0,0,0,0,0,0.0
14712_2002,0.00016079300537563177,-0.34035329135318665,0.08750998524563383,0.19954529817371405,0.07200953952742292,0.24283171545238344,2.589406011395522,1.6728141137048471,0.3807719148595625,0.3851906047368915,-12.833362944833342,-13.488670242454916,-1.1117871813677418,-1.0625048598870368,0.7537718023763802,-0.0944205756194919,0,1,0,0,0,0,0,0,0,0,0.0
14712_2003,-0.34035329135318665,-1.304834852108625,0.19954529817371405,0.7616330114135207,0.24283171545238344,0.4713753746480578,1.6728141137048471,0.28068918311907765,0.3851906047368915,0.4239698361862765,-13.488670242454916,-13.017715674897925,-1.0625048598870368,0.8468694312359848,-0.0944205756194919,0.1823215567939546,0,1,0,0,0,0,0,0,0,0,0.0
14712_2004,-1.304834852108625,0.04124013424748964,0.7616330114135207,0.33127765734332143,0.4713753746480578,0.2334408651746058,0.28068918311907765,1.626473307408094,0.4239698361862765,0.3534930686931453,-13.017715674897925,-11.793974808911305,0.8468694312359848,1.0258429014396149,0.1823215567939546,1.6544112780768316,0,1,0,0,0,0,0,0,0,0,0.0
14715_2002,-0.16284506623903455,-0.21429988723142,0.04122689476679088,0.11383738266055668,0.08177963485513184,0.2047895225668286,6.263748483292508,4.6175565813394694,0.4774671276152983,0.2376057648356503,-10.491630614308972,-10.941692211899333,-0.7598066409425357,-0.9182976662188808,2.7080502011022096,2.1341664413690817,0,0,0,0,1,0,0,0,0,0,0.0
14715_2003,-0.21429988723142,-1.0458269569389018,0.11383738266055668,0.4636297608550577,0.2047895225668286,0.6450186400658231,4.6175565813394694,2.373776970694741,0.2376057648356503,0.25565926904815456,-10.941692211899333,-12.863748784728205,-0.9182976662188808,-1.9100044916456875,2.1341664413690817,-0.15082288973458366,0,0,0,0,1,0,0,0,0,0,0.0
14715_2004,-1.0458269569389018,-0.15226309162654536,0.4636297608550577,0.041225228152503665,0.6450186400658231,0.2885453539995813,2.373776970694741,3.0209430036664657,0.25565926904815456,0.3042083313128702,-12.863748784728205,-11.312775688644814,-1.9100044916456875,0.9631626700411828,-0.15082288973458366,1.1999647829283968,0,0,0,0,1,0,0,0,0,0,0.0
14722_2002,0.043938024627832827,0.03053213047010535,0.40762029229990376,0.3125675086444198,0.15745878435074245,0.1619047808379488,1.1848912907579383,1.6149612224736232,0.35787674618643306,0.28243461472958226,-11.356111444730699,-10.830473923954596,-0.8577245548611191,0.029108514432062863,1.1977031913123406,1.631199404215613,0,1,0,0,0,0,0,0,0,0,0.0
14722_2003,0.03053213047010535,0.025928065172405076,0.3125675086444198,0.4142067715083103,0.1619047808379488,0.20270035897815766,1.6149612224736232,1.8043121761485708,0.28243461472958226,0.20858980780697686,-10.830473923954596,-10.333834883504098,0.029108514432062863,0.5212582446954535,1.631199404215613,1.8594181177018696,0,1,0,0,0,0,0,0,0,0,0.0
14722_2004,0.025928065172405076,0.023458328449248063,0.4142067715083103,0.2795155308559112,0.20270035897815766,0.14500916067061567,1.8043121761485708,2.796073007080277,0.20858980780697686,0.08916240333756031,-10.333834883504098,-9.872355024085698,0.5212582446954535,0.4561892923005022,1.8594181177018696,2.5726122302071057,0,1,0,0,0,0,0,0,0,0,0.0
14737_2002,-0.0800146466495789,-0.6324809135610766,0.04437934822409373,0.14039855072463767,0.31450750640790914,0.6328044125258798,1.7061753899661354,1.0677939879324652,0.3836900320884532,0.3603224838820031,-12.098124508505961,-13.103179174118436,-0.34313244829965145,-1.2080756978833105,1.6094379124341005,0.4824261492442928,0,0,0,0,1,0,0,0,0,0,0.0
14737_2003,-0.6324809135610766,-0.2877486635702393,0.14039855072463767,0.10288318289369906,0.6328044125258798,0.3355972307422662,1.0677939879324652,0.6740234002067436,0.3603224838820031,0.20016567559606432,-13.103179174118436,-12.879754026160926,-1.2080756978833105,-0.5553403851898053,0.4824261492442928,-0.16251892949777494,0,0,0,0,1,0,0,0,0,0,0.0
14737_2004,-0.2877486635702393,-0.052630174039933086,0.10288318289369906,0.013061892728761076,0.3355972307422662,0.11182688543260844,0.6740234002067436,2.6676607462812205,0.20016567559606432,0.1506820198750284,-12.879754026160926,-11.420035826294939,-0.5553403851898053,0.9769488163331382,-0.16251892949777494,1.3737155789130306,0,0,0,0,1,0,0,0,0,0,0.0
